team, founded, last active, years active, max possible years, ratio
1806,2006,2016,11,11,1.0
1807,2006,2016,11,11,1.0
1808,2006,2013,8,11,0.7272727272727273
1810,2006,2016,11,11,1.0
1811,2006,2016,11,11,1.0
1813,2006,2006,1,11,0.09090909090909091
1814,2006,2008,3,11,0.2727272727272727
1815,2006,2016,11,11,1.0
1816,2006,2016,11,11,1.0
1817,2006,2016,12,11,1.0909090909090908
1818,2006,2016,11,11,1.0
1820,2006,2008,3,11,0.2727272727272727
1823,2006,2013,8,11,0.7272727272727273
1824,2006,2012,6,11,0.5454545454545454
1825,2006,2016,11,11,1.0
1826,2006,2007,2,11,0.18181818181818182
1827,2006,2016,11,11,1.0
1828,2006,2016,11,11,1.0
1829,2006,2016,11,11,1.0
1830,2006,2007,2,11,0.18181818181818182
1831,2006,2016,13,11,1.1818181818181819
1834,2006,2010,5,11,0.45454545454545453
1835,2006,2012,7,11,0.6363636363636364
1836,2006,2016,11,11,1.0
1837,2006,2006,1,11,0.09090909090909091
1838,2006,2007,2,11,0.18181818181818182
1839,2006,2007,2,11,0.18181818181818182
1840,2006,2006,1,11,0.09090909090909091
1841,2006,2008,3,11,0.2727272727272727
1842,2006,2007,2,11,0.18181818181818182
1843,2006,2006,1,11,0.09090909090909091
1845,2006,2008,2,11,0.18181818181818182
1846,2006,2014,9,11,0.8181818181818182
1847,2006,2016,11,11,1.0
1848,2006,2011,6,11,0.5454545454545454
1849,2006,2014,8,11,0.7272727272727273
1850,2006,2016,11,11,1.0
1851,2006,2006,1,11,0.09090909090909091
1852,2006,2010,5,11,0.45454545454545453
1853,2006,2007,2,11,0.18181818181818182
1855,2006,2008,3,11,0.2727272727272727
1856,2006,2009,3,11,0.2727272727272727
1858,2006,2008,3,11,0.2727272727272727
1859,2006,2010,5,11,0.45454545454545453
1860,2006,2016,11,11,1.0
1861,2006,2007,2,11,0.18181818181818182
1862,2006,2011,6,11,0.5454545454545454
1863,2006,2010,3,11,0.2727272727272727
1864,2006,2012,7,11,0.6363636363636364
1865,2006,2013,8,11,0.7272727272727273
1866,2006,n/a,0,11,0.0
1867,2006,2009,4,11,0.36363636363636365
1868,2006,2016,11,11,1.0
1870,2006,2013,4,11,0.36363636363636365
1871,2006,2006,1,11,0.09090909090909091
1872,2006,2016,11,11,1.0
1873,2006,2006,1,11,0.09090909090909091
1875,2006,2012,7,11,0.6363636363636364
1876,2006,2016,11,11,1.0
1877,2006,2013,7,11,0.6363636363636364
1879,2006,2006,1,11,0.09090909090909091
1880,2006,2016,11,11,1.0
1881,2006,2013,8,11,0.7272727272727273
1882,2006,2007,2,11,0.18181818181818182
1883,2006,2009,4,11,0.36363636363636365
1884,2006,2016,11,11,1.0
1885,2006,2016,11,11,1.0
1886,2006,2010,5,11,0.45454545454545453
1887,2006,2008,3,11,0.2727272727272727
1888,2006,2006,1,11,0.09090909090909091
1889,2006,2009,3,11,0.2727272727272727
1890,2006,2006,1,11,0.09090909090909091
1891,2006,2016,11,11,1.0
1893,2006,2011,6,11,0.5454545454545454
1894,2006,2008,3,11,0.2727272727272727
1895,2006,2016,11,11,1.0
1896,2006,2016,11,11,1.0
1897,2006,2008,3,11,0.2727272727272727
1898,2006,2011,6,11,0.5454545454545454
1899,2006,2016,11,11,1.0
1900,2006,2010,5,11,0.45454545454545453
1901,2006,2007,2,11,0.18181818181818182
1902,2006,2016,11,11,1.0
1904,2006,2008,3,11,0.2727272727272727
1905,2006,2007,2,11,0.18181818181818182
1906,2006,2007,2,11,0.18181818181818182
1907,2006,2009,4,11,0.36363636363636365
1908,2006,2016,11,11,1.0
1909,2006,2007,2,11,0.18181818181818182
1910,2006,2007,2,11,0.18181818181818182
1911,2006,2007,2,11,0.18181818181818182
1912,2006,2016,11,11,1.0
1913,2006,2007,2,11,0.18181818181818182
1915,2006,2016,11,11,1.0
1916,2006,2011,6,11,0.5454545454545454
1917,2006,2007,2,11,0.18181818181818182
1918,2006,2016,11,11,1.0
1919,2006,2007,2,11,0.18181818181818182
1920,2006,2016,9,11,0.8181818181818182
1922,2006,2016,11,11,1.0
1923,2006,2016,11,11,1.0
1925,2006,2006,1,11,0.09090909090909091
1926,2006,2008,3,11,0.2727272727272727
1927,2006,2016,11,11,1.0
1929,2006,2008,3,11,0.2727272727272727
1930,2006,2008,3,11,0.2727272727272727
1931,2006,2006,1,11,0.09090909090909091
1932,2006,2006,1,11,0.09090909090909091
1933,2006,2009,4,11,0.36363636363636365
1934,2006,2007,2,11,0.18181818181818182
1935,2006,2006,1,11,0.09090909090909091
1937,2006,2016,11,11,1.0
1938,2006,2006,1,11,0.09090909090909091
1939,2006,2016,11,11,1.0
1940,2006,2016,10,11,0.9090909090909091
1941,2006,2015,9,11,0.8181818181818182
1942,2006,2016,11,11,1.0
1943,2006,2016,11,11,1.0
1944,2006,2016,11,11,1.0
1945,2006,2006,1,11,0.09090909090909091
1946,2006,2015,10,11,0.9090909090909091
1947,2006,2008,3,11,0.2727272727272727
1948,2006,2006,1,11,0.09090909090909091
1949,2006,2013,5,11,0.45454545454545453
1950,2006,2007,2,11,0.18181818181818182
1951,2006,2008,3,11,0.2727272727272727
1952,2006,2015,10,11,0.9090909090909091
1954,2006,2016,8,11,0.7272727272727273
1955,2006,2011,6,11,0.5454545454545454
1956,2006,2006,1,11,0.09090909090909091
1957,2006,2011,6,11,0.5454545454545454
1959,2006,2011,6,11,0.5454545454545454
1960,2006,2007,2,11,0.18181818181818182
1961,2006,2006,1,11,0.09090909090909091
1962,2006,2006,1,11,0.09090909090909091
1963,2006,2006,1,11,0.09090909090909091
1965,2006,2016,11,11,1.0
1966,2006,2006,1,11,0.09090909090909091
1967,2006,2016,11,11,1.0
1970,2006,2007,2,11,0.18181818181818182
1972,2006,2016,11,11,1.0
1973,2006,2016,11,11,1.0
1974,2006,2009,2,11,0.18181818181818182
1975,2006,2007,2,11,0.18181818181818182
1976,2006,2006,1,11,0.09090909090909091
1977,2006,2016,11,11,1.0
1978,2006,2006,1,11,0.09090909090909091
1980,2006,2012,6,11,0.5454545454545454
1981,2007,2009,3,10,0.3
1982,2007,2016,10,10,1.0
1983,2007,2016,10,10,1.0
1984,2007,2016,10,10,1.0
1985,2007,2016,10,10,1.0
1986,2007,2016,10,10,1.0
1987,2007,2016,10,10,1.0
1988,2007,2008,1,10,0.1
1989,2007,2016,10,10,1.0
1990,2007,2010,4,10,0.4
1991,2007,2016,10,10,1.0
1992,2007,2009,3,10,0.3
1994,2007,2016,10,10,1.0
1995,2007,2010,4,10,0.4
1996,2007,2009,3,10,0.3
1997,2007,2016,10,10,1.0
1998,2007,2012,6,10,0.6
1999,2008,2012,5,9,0.5555555555555556
2000,2007,2013,4,10,0.4
2001,2007,2016,10,10,1.0
2002,2007,2016,10,10,1.0
2004,2007,2016,10,10,1.0
2005,2007,2007,1,10,0.1
2007,2007,2010,3,10,0.3
2008,2007,2011,5,10,0.5
2009,2007,2009,3,10,0.3
2010,2007,2016,10,10,1.0
2011,2007,2008,2,10,0.2
2012,2007,2008,2,10,0.2
2013,2007,2016,10,10,1.0
2014,2007,2010,4,10,0.4
2015,2007,2010,4,10,0.4
2016,2007,2016,10,10,1.0
2017,2007,2007,1,10,0.1
2018,2008,2008,1,9,0.1111111111111111
2019,2007,2007,1,10,0.1
2021,2007,2014,8,10,0.8
2022,2007,2016,10,10,1.0
2023,2007,2011,5,10,0.5
2024,2007,2008,2,10,0.2
2025,2007,2007,1,10,0.1
2026,2007,2007,1,10,0.1
2027,2007,2016,10,10,1.0
2028,2007,2016,10,10,1.0
2029,2007,2015,9,10,0.9
2030,2007,2008,2,10,0.2
2031,2007,2009,3,10,0.3
2032,2007,2009,3,10,0.3
2033,2007,2007,1,10,0.1
2034,2007,2015,7,10,0.7
2035,2007,2016,10,10,1.0
2036,2007,2016,10,10,1.0
2037,2007,2013,5,10,0.5
2038,2007,2010,5,10,0.5
2039,2007,2016,10,10,1.0
2040,2007,2016,10,10,1.0
2041,2007,2011,5,10,0.5
2042,2007,2008,2,10,0.2
2043,2007,2010,4,10,0.4
2044,2007,2008,2,10,0.2
2045,2007,2008,2,10,0.2
2046,2007,2016,10,10,1.0
2047,2007,2007,1,10,0.1
2048,2007,2016,8,10,0.8
2049,2007,2007,1,10,0.1
2050,2007,2010,4,10,0.4
2051,2007,2016,10,10,1.0
2052,2007,2016,10,10,1.0
2053,2007,2016,10,10,1.0
2054,2007,2016,10,10,1.0
2055,2007,2011,1,10,0.1
2056,2007,2016,10,10,1.0
2057,2007,2011,5,10,0.5
2059,2007,2016,6,10,0.6
2060,2007,2007,1,10,0.1
2061,2007,2009,3,10,0.3
2062,2007,2016,10,10,1.0
2063,2007,2009,3,10,0.3
2064,2007,2016,10,10,1.0
2065,2007,2008,2,10,0.2
2066,2007,2009,3,10,0.3
2067,2007,2016,10,10,1.0
2068,2007,2016,10,10,1.0
2069,2007,2009,3,10,0.3
2070,2007,2016,8,10,0.8
2071,2007,2008,2,10,0.2
2072,2007,2012,6,10,0.6
2073,2007,2016,10,10,1.0
2074,2007,2009,3,10,0.3
2075,2007,2016,10,10,1.0
2076,2007,2012,5,10,0.5
2077,2007,2016,10,10,1.0
2078,2007,2015,9,10,0.9
2079,2007,2016,10,10,1.0
2080,2007,2016,10,10,1.0
2081,2007,2016,10,10,1.0
2083,2007,2016,10,10,1.0
2084,2007,2016,10,10,1.0
2085,2007,2016,10,10,1.0
2087,2007,2011,1,10,0.1
2089,2007,2007,1,10,0.1
2090,2007,2016,10,10,1.0
2091,2007,2013,7,10,0.7
2092,2007,2009,3,10,0.3
2093,2007,2015,4,10,0.4
2095,2007,2016,2,10,0.2
2096,2007,2016,1,10,0.1
2098,2007,n/a,0,10,0.0
2099,2007,2007,1,10,0.1
2100,2007,2008,2,10,0.2
2102,2007,2016,10,10,1.0
2103,2007,2009,3,10,0.3
2104,2007,2013,6,10,0.6
2105,2007,2007,1,10,0.1
2106,2007,2016,10,10,1.0
2107,2007,2016,10,10,1.0
2108,2007,2010,4,10,0.4
2109,2007,2007,1,10,0.1
2110,2007,2008,2,10,0.2
2111,2007,2007,1,10,0.1
2112,2007,2010,4,10,0.4
2115,2007,2015,9,10,0.9
2116,2007,2009,3,10,0.3
2117,2007,n/a,0,10,0.0
2119,2007,2010,5,10,0.5
2120,2007,2008,2,10,0.2
2121,2007,2013,6,10,0.6
2122,2007,2016,10,10,1.0
2124,2007,2010,4,10,0.4
2125,2007,2008,2,10,0.2
2126,2007,2008,2,10,0.2
2127,2007,2009,3,10,0.3
2128,2007,2013,6,10,0.6
2129,2007,2016,10,10,1.0
2130,2007,2016,10,10,1.0
2132,2007,2008,2,10,0.2
2133,2007,2007,1,10,0.1
2134,2007,2013,7,10,0.7
2135,2007,2016,10,10,1.0
2136,2007,2016,10,10,1.0
2137,2007,2016,10,10,1.0
2139,2007,2010,4,10,0.4
2140,2007,2008,2,10,0.2
2141,2007,2016,10,10,1.0
2142,2007,2007,1,10,0.1
2143,2007,2016,10,10,1.0
2144,2007,2016,10,10,1.0
2145,2007,2016,10,10,1.0
2147,2007,2016,10,10,1.0
2148,2007,2016,10,10,1.0
2149,2007,2016,10,10,1.0
2150,2007,2009,3,10,0.3
2151,2007,2016,10,10,1.0
2152,2007,2016,10,10,1.0
2153,2007,2014,7,10,0.7
2154,2007,2008,2,10,0.2
2156,2007,2014,8,10,0.8
2157,2007,2009,3,10,0.3
2158,2007,2016,10,10,1.0
2159,2007,2011,5,10,0.5
2161,2007,2016,10,10,1.0
2162,2007,2007,1,10,0.1
2163,2007,2010,4,10,0.4
2164,2007,2016,10,10,1.0
2165,2007,2016,10,10,1.0
2166,2007,2009,3,10,0.3
2167,2007,2016,10,10,1.0
2168,2007,2016,10,10,1.0
2169,2007,2016,10,10,1.0
2170,2007,2016,10,10,1.0
2171,2007,2016,10,10,1.0
2172,2007,2016,10,10,1.0
2173,2007,2010,4,10,0.4
2174,2007,2011,5,10,0.5
2175,2007,2016,10,10,1.0
2176,2007,2008,2,10,0.2
2177,2007,2016,10,10,1.0
2178,2007,2007,1,10,0.1
2180,2007,2016,10,10,1.0
2181,2007,2016,10,10,1.0
2182,2007,2008,2,10,0.2
2183,2007,2016,10,10,1.0
2184,2007,2007,1,10,0.1
2185,2007,2016,9,10,0.9
2186,2007,2016,10,10,1.0
2187,2007,2016,10,10,1.0
2188,2007,2010,4,10,0.4
2189,2007,2008,2,10,0.2
2190,2007,2016,10,10,1.0
2191,2007,2016,10,10,1.0
2192,2007,2015,9,10,0.9
2193,2007,2014,8,10,0.8
2194,2007,2016,10,10,1.0
2196,2007,2012,5,10,0.5
2197,2007,2016,10,10,1.0
2198,2007,2016,9,10,0.9
2199,2007,2016,10,10,1.0
2200,2007,2016,10,10,1.0
2201,2007,2010,4,10,0.4
2202,2007,2016,10,10,1.0
2203,2007,2010,3,10,0.3
2204,2007,2016,10,10,1.0
2205,2007,2013,7,10,0.7
2206,2007,2010,4,10,0.4
2207,2007,2016,10,10,1.0
2208,2007,2007,1,10,0.1
2209,2007,2007,1,10,0.1
2210,2007,2008,2,10,0.2
2211,2007,2010,4,10,0.4
2212,2007,2016,10,10,1.0
2213,2007,2016,9,10,0.9
2214,2007,2012,6,10,0.6
2215,2007,2010,4,10,0.4
2216,2007,2015,9,10,0.9
2217,2007,2013,5,10,0.5
2219,2007,2010,4,10,0.4
2220,2007,2016,10,10,1.0
2221,2007,2016,10,10,1.0
2222,2007,2007,1,10,0.1
2223,2007,2007,1,10,0.1
2224,2007,2016,10,10,1.0
2225,2007,2016,10,10,1.0
2226,2007,2010,4,10,0.4
2227,2007,2016,10,10,1.0
2228,2007,2016,10,10,1.0
2229,2007,2013,7,10,0.7
2230,2007,2016,10,10,1.0
2231,2007,2016,10,10,1.0
2232,2007,2016,9,10,0.9
2234,2007,2016,10,10,1.0
2235,2007,2007,1,10,0.1
2236,2007,2007,1,10,0.1
2237,2007,2008,2,10,0.2
2239,2007,2016,10,10,1.0
2240,2007,2016,10,10,1.0
2241,2007,2009,3,10,0.3
2242,2007,2015,9,10,0.9
2243,2007,2008,2,10,0.2
2244,2007,2008,2,10,0.2
2245,2007,2012,6,10,0.6
2246,2007,2016,10,10,1.0
2247,2007,2008,2,10,0.2
2249,2007,2009,2,10,0.2
2250,2007,2010,4,10,0.4
2251,2007,2007,1,10,0.1
2252,2007,2016,10,10,1.0
2254,2007,2008,2,10,0.2
2257,2007,2008,2,10,0.2
2259,2007,2016,10,10,1.0
2260,2007,2007,1,10,0.1
2261,2007,2016,9,10,0.9
2262,2007,2016,10,10,1.0
2264,2007,2016,10,10,1.0
2265,2007,2016,10,10,1.0
2266,2007,2007,1,10,0.1
2269,2007,n/a,0,10,0.0
2272,2007,2011,5,10,0.5
2273,2007,2008,2,10,0.2
2274,2007,2008,2,10,0.2
2275,2007,2014,8,10,0.8
2276,2007,2011,5,10,0.5
2278,2007,2007,1,10,0.1
2279,2007,2010,4,10,0.4
2280,2007,2008,2,10,0.2
2283,2007,2016,10,10,1.0
2285,2007,2011,5,10,0.5
2287,2007,2008,2,10,0.2
2330,2008,2009,2,9,0.2222222222222222
2332,2008,2009,2,9,0.2222222222222222
2333,2008,2016,9,9,1.0
2334,2008,2010,3,9,0.3333333333333333
2335,2008,2016,9,9,1.0
2336,2008,2008,1,9,0.1111111111111111
2337,2008,2016,9,9,1.0
2338,2008,2016,9,9,1.0
2339,2008,2016,9,9,1.0
2340,2008,2016,9,9,1.0
2341,2008,2016,9,9,1.0
2342,2008,2016,9,9,1.0
2343,2008,2013,6,9,0.6666666666666666
2344,2008,2016,8,9,0.8888888888888888
2345,2008,2016,9,9,1.0
2346,2008,2016,9,9,1.0
2347,2008,2016,9,9,1.0
2348,2008,2016,9,9,1.0
2349,2008,2013,6,9,0.6666666666666666
2350,2008,2011,2,9,0.2222222222222222
2352,2008,2016,9,9,1.0
2353,2008,2016,9,9,1.0
2354,2008,2016,9,9,1.0
2357,2008,2016,9,9,1.0
2358,2008,2016,9,9,1.0
2359,2008,2016,9,9,1.0
2360,2008,2016,7,9,0.7777777777777778
2361,2008,2011,4,9,0.4444444444444444
2362,2008,2009,2,9,0.2222222222222222
2363,2008,2016,9,9,1.0
2364,2008,2010,3,9,0.3333333333333333
2365,2008,2008,1,9,0.1111111111111111
2366,2008,2009,2,9,0.2222222222222222
2367,2008,2016,9,9,1.0
2368,2008,2010,3,9,0.3333333333333333
2369,2008,2013,6,9,0.6666666666666666
2370,2008,2016,9,9,1.0
2371,2008,2008,1,9,0.1111111111111111
2372,2008,2012,5,9,0.5555555555555556
2373,2008,2016,9,9,1.0
2374,2008,2016,9,9,1.0
2375,2008,2016,9,9,1.0
2376,2008,2010,3,9,0.3333333333333333
2377,2008,2016,9,9,1.0
2378,2008,2008,1,9,0.1111111111111111
2380,2008,2008,1,9,0.1111111111111111
2381,2008,2009,2,9,0.2222222222222222
2382,2008,2016,9,9,1.0
2383,2008,2016,9,9,1.0
2385,2008,2008,1,9,0.1111111111111111
2386,2008,2016,9,9,1.0
2387,2008,2009,2,9,0.2222222222222222
2388,2008,2016,9,9,1.0
2389,2008,2014,7,9,0.7777777777777778
2390,2008,2011,4,9,0.4444444444444444
2391,2008,2011,4,9,0.4444444444444444
2392,2008,2010,1,9,0.1111111111111111
2393,2008,2016,9,9,1.0
2394,2008,2008,1,9,0.1111111111111111
2395,2008,2016,9,9,1.0
2396,2008,2011,4,9,0.4444444444444444
2397,2008,2008,1,9,0.1111111111111111
2398,2008,2016,9,9,1.0
2399,2008,2016,9,9,1.0
2400,2008,2009,2,9,0.2222222222222222
2401,2008,2009,2,9,0.2222222222222222
2402,2008,2015,8,9,0.8888888888888888
2403,2008,2016,9,9,1.0
2404,2008,2016,9,9,1.0
2405,2008,2016,9,9,1.0
2406,2008,2009,2,9,0.2222222222222222
2407,2008,2009,2,9,0.2222222222222222
2408,2008,2016,9,9,1.0
2409,2008,2008,1,9,0.1111111111111111
2410,2008,2016,9,9,1.0
2411,2008,2016,9,9,1.0
2412,2008,2016,9,9,1.0
2413,2008,2009,2,9,0.2222222222222222
2414,2008,2010,3,9,0.3333333333333333
2415,2008,2016,10,9,1.1111111111111112
2417,2008,2008,1,9,0.1111111111111111
2418,2008,2011,4,9,0.4444444444444444
2419,2008,2008,1,9,0.1111111111111111
2420,2008,2012,5,9,0.5555555555555556
2421,2008,2016,9,9,1.0
2422,2008,2009,2,9,0.2222222222222222
2423,2008,2016,9,9,1.0
2424,2008,2016,9,9,1.0
2425,2008,2015,8,9,0.8888888888888888
2427,2008,2008,1,9,0.1111111111111111
2428,2008,2012,3,9,0.3333333333333333
2429,2008,2016,9,9,1.0
2430,2008,2010,3,9,0.3333333333333333
2431,2008,2009,2,9,0.2222222222222222
2432,2008,2013,6,9,0.6666666666666666
2433,2008,2009,2,9,0.2222222222222222
2434,2008,2013,6,9,0.6666666666666666
2435,2008,2013,6,9,0.6666666666666666
2436,2008,2009,2,9,0.2222222222222222
2437,2008,2016,9,9,1.0
2438,2008,2016,9,9,1.0
2439,2008,2016,9,9,1.0
2440,2008,2008,1,9,0.1111111111111111
2441,2008,2016,8,9,0.8888888888888888
2443,2008,2016,9,9,1.0
2444,2008,2016,9,9,1.0
2445,2008,2016,9,9,1.0
2446,2008,2008,1,9,0.1111111111111111
2447,2008,2009,2,9,0.2222222222222222
2448,2008,2008,1,9,0.1111111111111111
2449,2008,2016,9,9,1.0
2450,2008,2016,9,9,1.0
2451,2008,2016,4,9,0.4444444444444444
2453,2008,2014,4,9,0.4444444444444444
2454,2008,2009,2,9,0.2222222222222222
2455,2008,2013,6,9,0.6666666666666666
2456,2008,2011,4,9,0.4444444444444444
2457,2008,2016,9,9,1.0
2458,2008,2016,9,9,1.0
2459,2008,2015,7,9,0.7777777777777778
2460,2008,2012,5,9,0.5555555555555556
2461,2008,2016,9,9,1.0
2462,2008,2012,5,9,0.5555555555555556
2463,2008,2008,1,9,0.1111111111111111
2464,2008,n/a,0,9,0.0
2465,2008,2016,9,9,1.0
2466,2008,2008,1,9,0.1111111111111111
2467,2008,2011,4,9,0.4444444444444444
2468,2008,2016,9,9,1.0
2469,2008,2009,2,9,0.2222222222222222
2470,2008,2016,9,9,1.0
2471,2008,2016,9,9,1.0
2472,2008,2016,9,9,1.0
2473,2008,2016,9,9,1.0
2474,2008,2016,9,9,1.0
2475,2008,2008,1,9,0.1111111111111111
2476,2008,2009,2,9,0.2222222222222222
2477,2008,2016,9,9,1.0
2478,2008,2016,5,9,0.5555555555555556
2479,2008,2016,9,9,1.0
2480,2008,2016,9,9,1.0
2481,2008,2016,9,9,1.0
2483,2008,2014,7,9,0.7777777777777778
2484,2008,2016,9,9,1.0
2485,2008,2016,9,9,1.0
2486,2008,2016,9,9,1.0
2487,2008,2016,9,9,1.0
2488,2008,2009,2,9,0.2222222222222222
2489,2008,2016,9,9,1.0
2490,2008,2009,2,9,0.2222222222222222
2491,2008,2016,9,9,1.0
2493,2008,2016,9,9,1.0
2495,2008,2016,9,9,1.0
2496,2008,2016,9,9,1.0
2497,2008,2012,5,9,0.5555555555555556
2498,2008,2016,9,9,1.0
2499,2008,2016,9,9,1.0
2500,2008,2016,9,9,1.0
2501,2008,2016,9,9,1.0
2502,2008,2016,9,9,1.0
2503,2008,2016,9,9,1.0
2504,2008,2016,9,9,1.0
2505,2008,2010,3,9,0.3333333333333333
2506,2008,2016,9,9,1.0
2508,2008,2016,9,9,1.0
2509,2008,2016,9,9,1.0
2510,2008,2009,2,9,0.2222222222222222
2511,2008,2016,9,9,1.0
2512,2008,2016,9,9,1.0
2513,2008,2016,9,9,1.0
2514,2008,2008,1,9,0.1111111111111111
2515,2008,2016,9,9,1.0
2517,2008,2015,8,9,0.8888888888888888
2518,2008,2016,9,9,1.0
2520,2008,2013,6,9,0.6666666666666666
2521,2008,2016,9,9,1.0
2522,2008,2016,9,9,1.0
2523,2008,2016,8,9,0.8888888888888888
2524,2008,2011,2,9,0.2222222222222222
2525,2008,2016,9,9,1.0
2526,2008,2016,9,9,1.0
2528,2008,2016,9,9,1.0
2529,2008,2016,9,9,1.0
2530,2008,2016,9,9,1.0
2531,2008,2016,9,9,1.0
2532,2008,2016,9,9,1.0
2533,2008,2009,2,9,0.2222222222222222
2534,2008,2016,9,9,1.0
2535,2008,2013,6,9,0.6666666666666666
2536,2008,2008,1,9,0.1111111111111111
2537,2008,2016,9,9,1.0
2538,2008,2016,9,9,1.0
2539,2008,2016,9,9,1.0
2540,2008,2011,4,9,0.4444444444444444
2542,2008,2014,7,9,0.7777777777777778
2543,2008,2016,9,9,1.0
2544,2008,2016,9,9,1.0
2545,2008,2016,9,9,1.0
2546,2008,2013,6,9,0.6666666666666666
2547,2008,2010,3,9,0.3333333333333333
2549,2008,2016,9,9,1.0
2550,2008,2016,9,9,1.0
2551,2008,2016,9,9,1.0
2553,2008,2008,1,9,0.1111111111111111
2554,2008,2016,9,9,1.0
2555,2008,2016,9,9,1.0
2556,2008,2016,9,9,1.0
2557,2008,2016,9,9,1.0
2558,2008,2008,1,9,0.1111111111111111
2559,2008,2016,9,9,1.0
2560,2008,2016,9,9,1.0
2561,2008,2010,3,9,0.3333333333333333
2562,2008,2008,1,9,0.1111111111111111
2563,2008,2008,1,9,0.1111111111111111
2564,2008,2011,4,9,0.4444444444444444
2565,2008,2008,1,9,0.1111111111111111
2566,2008,2008,1,9,0.1111111111111111
2567,2008,2008,1,9,0.1111111111111111
2568,2008,2008,1,9,0.1111111111111111
2569,2008,2009,2,9,0.2222222222222222
2570,2008,2010,3,9,0.3333333333333333
2571,2008,2010,3,9,0.3333333333333333
2572,2008,2008,1,9,0.1111111111111111
2573,2008,2010,3,9,0.3333333333333333
2574,2008,2016,9,9,1.0
2575,2008,2008,1,9,0.1111111111111111
2576,2008,2016,9,9,1.0
2577,2008,2016,9,9,1.0
2579,2008,2016,9,9,1.0
2580,2008,2008,1,9,0.1111111111111111
2581,2008,2008,1,9,0.1111111111111111
2582,2008,2016,9,9,1.0
2583,2008,2016,9,9,1.0
2584,2008,2014,5,9,0.5555555555555556
2585,2008,2016,9,9,1.0
2586,2008,2016,9,9,1.0
2587,2008,2016,9,9,1.0
2588,2008,2008,1,9,0.1111111111111111
2589,2008,2010,3,9,0.3333333333333333
2590,2008,2016,9,9,1.0
2591,2008,2016,9,9,1.0
2592,2008,2008,1,9,0.1111111111111111
2593,2008,2011,4,9,0.4444444444444444
2594,2008,2016,9,9,1.0
2595,2008,2008,1,9,0.1111111111111111
2596,2008,2008,1,9,0.1111111111111111
2597,2008,2009,2,9,0.2222222222222222
2598,2008,2008,1,9,0.1111111111111111
2599,2008,2012,3,9,0.3333333333333333
2600,2008,2016,9,9,1.0
2601,2008,2016,9,9,1.0
2602,2008,2008,1,9,0.1111111111111111
2603,2008,2016,9,9,1.0
2604,2008,2016,9,9,1.0
2605,2008,2016,9,9,1.0
2606,2008,2016,9,9,1.0
2607,2008,2016,9,9,1.0
2608,2008,2008,1,9,0.1111111111111111
2609,2008,2016,7,9,0.7777777777777778
2611,2008,2016,9,9,1.0
2612,2008,2016,9,9,1.0
2613,2008,2016,9,9,1.0
2614,2008,2016,9,9,1.0
2617,2008,2010,3,9,0.3333333333333333
2618,2008,2012,5,9,0.5555555555555556
2619,2008,2016,9,9,1.0
2620,2008,2016,9,9,1.0
2621,2008,2014,7,9,0.7777777777777778
2622,2008,2008,1,9,0.1111111111111111
2623,2008,2008,1,9,0.1111111111111111
2624,2008,2009,2,9,0.2222222222222222
2625,2008,2013,6,9,0.6666666666666666
2626,2008,2016,9,9,1.0
2627,2008,2012,5,9,0.5555555555555556
2628,2008,2010,3,9,0.3333333333333333
2629,2008,2009,2,9,0.2222222222222222
2630,2008,2016,9,9,1.0
2632,2008,2016,9,9,1.0
2633,2008,2008,1,9,0.1111111111111111
2634,2008,2016,9,9,1.0
2635,2008,2016,9,9,1.0
2637,2008,2016,9,9,1.0
2638,2008,2016,9,9,1.0
2640,2008,2016,9,9,1.0
2641,2008,2016,9,9,1.0
2642,2008,2016,9,9,1.0
2643,2008,2016,9,9,1.0
2644,2008,2009,2,9,0.2222222222222222
2645,2008,2010,3,9,0.3333333333333333
2647,2008,2016,9,9,1.0
2648,2008,2016,9,9,1.0
2649,2008,2008,1,9,0.1111111111111111
2650,2008,2009,2,9,0.2222222222222222
2652,2008,2008,1,9,0.1111111111111111
2653,2008,2008,1,9,0.1111111111111111
2654,2008,2016,9,9,1.0
2655,2008,2016,9,9,1.0
2656,2008,2016,9,9,1.0
2657,2008,2016,9,9,1.0
2658,2008,2016,9,9,1.0
2659,2008,2016,8,9,0.8888888888888888
2660,2008,2016,9,9,1.0
2661,2008,n/a,0,9,0.0
2662,2008,2016,9,9,1.0
2663,2008,2008,1,9,0.1111111111111111
2664,2008,2009,2,9,0.2222222222222222
2665,2008,2015,8,9,0.8888888888888888
2667,2008,2016,9,9,1.0
2668,2008,2008,1,9,0.1111111111111111
2669,2008,2010,3,9,0.3333333333333333
2670,2008,2011,4,9,0.4444444444444444
2672,2008,2012,5,9,0.5555555555555556
2673,2008,2016,9,9,1.0
2674,2008,2008,1,9,0.1111111111111111
2675,2008,2008,1,9,0.1111111111111111
2676,2008,2016,9,9,1.0
2678,2008,2008,1,9,0.1111111111111111
2679,2008,2016,8,9,0.8888888888888888
2680,2008,2008,1,9,0.1111111111111111
2681,2008,2009,2,9,0.2222222222222222
2682,2008,2016,2,9,0.2222222222222222
2685,unknown,n/a,0,unknown,0
2702,2009,2016,8,8,1.0
2703,unknown,n/a,0,unknown,0
2704,2009,2016,7,8,0.875
2705,2009,2016,8,8,1.0
2706,2009,2016,1,8,0.125
2707,2009,2016,1,8,0.125
2709,2009,2016,8,8,1.0
